,narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
36698,P22_05_402,P22,P22_05,00:16:29.600,00:16:28.66,00:16:29.66,59319,59379,put down fork,put-down,1,fork,14,['fork'],[14]
65823,P35_108_234,P35,P35_108,00:14:27.412,00:14:26.54,00:14:27.88,43327,43394,take fork,take,0,fork,14,['fork'],[14]
5274,P01_18_630,P01,P01_18,00:56:16.699,00:56:15.05,00:56:16.05,202503,202563,take spatula,take,0,spatula,20,['spatula'],[20]
12054,P02_134_7,P02,P02_134,00:00:15.672,00:00:15.30,00:00:16.10,765,805,put down glass,put-down,1,glass,10,['glass'],[10]
36850,P22_05_98,P22,P22_05,00:04:07.439,00:04:05.54,00:04:06.80,14732,14808,grab pitcher,grab,0,pitcher,66,['pitcher'],[66]
26566,P07_107_21,P07,P07_107,00:01:11.380,00:01:10.65,00:01:11.65,3532,3582,grab lid,grab,0,lid,6,['lid'],[6]
15083,P03_120_195,P03,P03_120,00:10:27.100,00:10:26.24,00:10:28.14,31312,31407,take fork,take,0,fork,14,['fork'],[14]
41108,P22_10_42,P22,P22_10,00:01:31.249,00:01:27.05,00:01:27.63,5223,5257,put down paper,put-down,1,paper,49,['paper'],[49]
65789,P35_108_203,P35,P35_108,00:12:04.646,00:12:03.95,00:12:15.15,36197,36757,lather cup,lather,2,cup,13,['cup'],[13]
8177,P02_108_301,P02,P02_108,00:15:30.167,00:15:29.69,00:15:30.77,46484,46538,rinse spoon,rinse,2,spoon,1,['spoon'],[1]
63555,P31_07_22,P31,P31_07,00:03:38.500,00:03:38.39,00:03:40.03,13103,13201,put teaspoon,put,1,teaspoon,1,['teaspoon'],[1]
27825,P08_04_36,P08,P08_04,00:01:44.240,00:01:43.36,00:01:45.54,6201,6332,place plates,place,1,plate,2,['plate'],[2]
32472,P11_16_66,P11,P11_16,00:04:25.669,00:04:25.08,00:04:26.78,15904,16006,put down forks,put-down,1,fork,14,['fork'],[14]
33313,P12_101_439,P12,P12_101,00:28:10.601,00:28:10.05,00:28:15.30,84502,84765,open cream cheese packaging,open,3,packaging:cream:cheese,26,['packaging:cream:cheese'],[26]
23140,P04_13_7,P04,P04_13,00:00:25.070,00:00:26.54,00:00:28.56,1592,1713,open paprika,open,3,paprika,206,['paprika'],[206]
50686,P25_11_6,P25,P25_11,00:00:29.670,00:00:28.54,00:00:31.54,1712,1892,pick up napkins,pick-up,0,napkin,88,['napkin'],[88]
28095,P08_05_309,P08,P08_05,00:25:20.759,00:25:20.43,00:25:21.51,91225,91290,get sponge,get,0,sponge,9,['sponge'],[9]
21556,P04_117_36,P04,P04_117,00:01:23.100,00:01:22.44,00:01:22.89,4122,4144,pick up spatula,pick-up,0,spatula,20,['spatula'],[20]
59184,P30_04_44,P30,P30_04,00:02:19.480,00:02:18.90,00:02:20.25,8334,8415,open cupboard,open,3,cupboard,3,['cupboard'],[3]
38699,P22_103_131,P22,P22_103,00:03:56.351,00:03:54.77,00:03:55.33,11738,11766,lather sponge,lather,2,sponge,9,['sponge'],[9]
62207,P30_10_67,P30,P30_10,00:03:47.380,00:03:45.78,00:03:48.16,13546,13689,wipe surface,wipe,2,surface,42,['surface'],[42]
48029,P24_05_36,P24,P24_05,00:02:42.060,00:02:39.14,00:02:52.91,9548,10374,pick up sauce bottle,pick-up,0,bottle:sauce,15,['bottle:sauce'],[15]
67210,P37_103_7,P37,P37_103,00:00:39.655,00:00:39.54,00:00:40.52,1977,2026,take chicken thighs,take,0,thigh:chicken,57,['thigh:chicken'],[57]
50884,P26_04_0,P26,P26_04,00:00:01.730,00:00:01.89,00:00:03.22,113,193,open door,open,3,door,3,['door'],[3]
14497,P03_117_167,P03,P03_117,00:08:27.350,00:08:27.05,00:08:30.65,25352,25532,take food from drain,take-from,0,food,34,"['food', 'drain']","[34, 63]"
39793,P22_107_67,P22,P22_107,00:02:08.601,00:02:07.23,00:02:07.91,6361,6395,put down lid,put-down,1,lid,6,['lid'],[6]
60857,P30_107_289,P30,P30_107,00:15:43.10,00:15:43.00,00:15:43.52,47150,47176,pick up bowl,pick-up,0,bowl,7,['bowl'],[7]
13149,P03_101_205,P03,P03_101,00:08:33.101,00:08:32.73,00:08:33.53,25636,25676,put down washing up bowl in sink,put-down,1,bowl:washing:up,7,"['bowl:washing:up', 'sink']","[7, 63]"
24919,P06_101_244,P06,P06_101,00:17:21.418,00:17:20.75,00:17:21.42,52037,52071,open pot,open,3,pot,29,['pot'],[29]
52392,P26_119_42,P26,P26_119,00:01:54.101,00:01:54.50,00:01:55.01,5725,5750,pick up washing up liquid,pick-up,0,liquid:washing:up,22,['liquid:washing:up'],[22]
30604,P10_04_371,P10,P10_04,00:39:08.910,00:38:48.93,00:38:53.62,139735,140017,open the cupboard of the bottom left the pot,open,3,cupboard,3,"['cupboard', 'pot']","[3, 29]"
40052,P22_109_204,P22,P22_109,00:06:46.103,00:06:45.44,00:06:47.43,20272,20371,pick up grids,pick-up,0,grid,24,['grid'],[24]
31832,P11_104_142,P11,P11_104,00:10:20.851,00:10:21.00,00:10:21.59,31050,31079,put down fork,put-down,1,fork,14,['fork'],[14]
40842,P22_10_180,P22,P22_10,00:06:12.030,00:06:08.79,00:06:09.57,22127,22174,put down bowl,put-down,1,bowl,7,['bowl'],[7]
12933,P03_09_173,P03,P03_09,00:10:13.440,00:10:10.57,00:10:11.32,36634,36679,put plug,put,1,plug,153,['plug'],[153]
8313,P02_108_424,P02,P02_108,00:20:20.668,00:20:19.63,00:20:20.66,60981,61033,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
62384,P30_111_115,P30,P30_111,00:04:18.10,00:04:16.82,00:04:17.72,12841,12886,pick up garlic piece,pick-up,0,piece:garlic,51,['piece:garlic'],[51]
27341,P07_115_32,P07,P07_115,00:01:27.600,00:01:27.40,00:01:29.57,4370,4478,put lighter onto shelf,put-onto,1,shelf,247,['shelf'],[247]
64314,P35_104_276,P35,P35_104,00:19:23.101,00:19:22.81,00:19:24.84,58140,58241,pick up container,pick-up,0,container,21,['container'],[21]
5611,P02_02_22,P02,P02_02,00:01:00.819,00:00:59.82,00:01:01.70,3589,3702,wash knife,wash,2,knife,4,['knife'],[4]
48476,P24_08_177,P24,P24_08,00:12:45.870,00:12:43.19,00:12:49.88,45791,46192,open mozzarella package,open,3,package:mozzarella,26,['package:mozzarella'],[26]
23289,P04_22_11,P04,P04_22,00:00:38.570,00:00:36.14,00:00:58.71,2168,3522,pick up spices,pick-up,0,spice,85,['spice'],[85]
45220,P22_16_50,P22,P22_16,00:01:58.840,00:01:58.26,00:01:59.51,7095,7170,open drawer,open,3,drawer,8,['drawer'],[8]
26961,P07_110_25,P07,P07_110,00:01:26.560,00:01:26.39,00:01:27.44,4319,4372,open door,open,3,door,3,['door'],[3]
4442,P01_17_14,P01,P01_17,00:00:40.260,00:00:40.13,00:00:41.62,2407,2497,put down mushrooms,put-down,1,mushroom,56,['mushroom'],[56]
42645,P22_115_172,P22,P22_115,00:05:25.916,00:05:25.48,00:05:28.02,16274,16401,open container,open,3,container,21,['container'],[21]
35100,P19_04_0,P19,P19_04,00:00:01.439,00:00:00.80,00:00:03.17,48,190,open fridge,open,3,fridge,12,['fridge'],[12]
1696,P01_09_711,P01,P01_09,00:48:22.509,00:48:21.78,00:48:22.46,174106,174147,take glass,take,0,glass,10,['glass'],[10]
51508,P26_105_72,P26,P26_105,00:03:36.618,00:03:36.44,00:03:37.24,10822,10862,put down crispy pancake,put-down,1,pancake:crispy,184,['pancake:crispy'],[184]
10310,P02_123_268,P02,P02_123,00:14:03.667,00:14:03.51,00:14:04.67,42175,42233,pick up glass,pick-up,0,glass,10,['glass'],[10]
44358,P22_14_238,P22,P22_14,00:09:36.890,00:09:35.95,00:09:36.78,34557,34606,pick up dish,pick-up,0,dish,2,['dish'],[2]
7628,P02_104_34,P02,P02_104,00:01:38.655,00:01:38.34,00:01:38.79,4917,4939,pick up salt,pick-up,0,salt,38,['salt'],[38]
65030,P35_105_217,P35,P35_105,00:15:21.871,00:15:21.83,00:15:22.87,46091,46143,put down spoon,put-down,1,spoon,1,['spoon'],[1]
8293,P02_108_406,P02,P02_108,00:19:37.158,00:19:36.98,00:19:37.48,58849,58874,put down sponge,put-down,1,sponge,9,['sponge'],[9]
7376,P02_102_13,P02,P02_102,00:00:20.407,00:00:20.43,00:00:21.02,1021,1051,pick up yoghurt,pick-up,0,yoghurt,98,['yoghurt'],[98]
47682,P24_04_115,P24,P24_04,00:07:49.590,00:07:49.14,00:07:50.43,28148,28225,pick up coffee,pick-up,0,coffee,59,['coffee'],[59]
64393,P35_104_347,P35,P35_104,00:22:45.194,00:22:44.49,00:22:46.43,68224,68321,put down colander,put-down,1,colander,39,['colander'],[39]
44654,P22_15_242,P22,P22_15,00:09:09.750,00:09:07.89,00:09:09.11,32873,32946,take sugar,take,0,sugar,102,['sugar'],[102]
55427,P28_02_90,P28,P28_02,00:04:38.160,00:04:19.06,00:04:27.26,15543,16035,rinse dish,rinse,2,dish,2,['dish'],[2]
40913,P22_10_244,P22,P22_10,00:08:44.300,00:08:41.37,00:08:42.40,31282,31344,place potato peeler,place,1,peeler:potato,87,['peeler:potato'],[87]
47639,P24_03_78,P24,P24_03,00:04:57.870,00:04:56.47,00:04:58.72,17788,17923,put glass,put,1,glass,10,['glass'],[10]
15048,P03_120_163,P03,P03_120,00:09:16.850,00:09:16.02,00:09:17.54,27801,27877,put down lemon half,put-down,1,half:lemon,105,['half:lemon'],[105]
35653,P20_02_91,P20,P20_02,00:05:40.030,00:05:40.03,00:05:41.07,20401,20464,pick up washing up liquid,pick-up,0,liquid:washing:up,22,['liquid:washing:up'],[22]
60567,P30_104_28,P30,P30_104,00:00:34.35,00:00:34.02,00:00:34.60,1701,1730,open cupboard,open,3,cupboard,3,['cupboard'],[3]
1189,P01_09_255,P01,P01_09,00:19:19.170,00:19:17.99,00:19:19.74,69479,69584,open bin.,open,3,bin,36,['bin'],[36]
30809,P11_01_0,P11,P11_01,00:00:04.490,00:00:03.60,00:00:05.66,216,339,open door,open,3,door,3,['door'],[3]
44617,P22_15_209,P22,P22_15,00:08:09.139,00:08:06.19,00:08:08.92,29171,29335,clean sink,clean,2,sink,63,['sink'],[63]
2666,P01_105_505,P01,P01_105,00:20:10.101,00:20:05.47,00:20:06.12,60273,60305,put down mushroom,put-down,1,mushroom,56,['mushroom'],[56]
845,P01_06_26,P01,P01_06,00:01:14.490,00:01:13.82,00:01:15.07,4429,4504,take knife,take,0,knife,4,['knife'],[4]
65555,P35_107_302,P35,P35_107,00:22:06.601,00:22:06.06,00:22:24.83,66303,67241,clean hob,clean,2,hob,24,['hob'],[24]
10796,P02_128_42,P02,P02_128,00:01:29.907,00:01:29.93,00:01:30.96,4496,4548,open fridge,open,3,fridge,12,['fridge'],[12]
7617,P02_104_24,P02,P02_104,00:01:15.156,00:01:11.08,00:01:17.64,3554,3882,pick up strainer,pick-up,0,strainer,39,['strainer'],[39]
29829,P09_06_63,P09,P09_06,00:05:50.840,00:05:53.43,00:05:58.54,21205,21512,rinse chopping board,rinse,2,board:chopping,18,['board:chopping'],[18]
49111,P25_09_64,P25,P25_09,00:08:08.059,00:08:08.12,00:08:09.01,29287,29340,wash fork,wash,2,fork,14,['fork'],[14]
40676,P22_109_767,P22,P22_109,00:32:07.859,00:32:07.28,00:32:08.64,96364,96432,rinse cloth,rinse,2,cloth,17,['cloth'],[17]
7655,P02_104_59,P02,P02_104,00:03:11.654,00:03:10.13,00:03:11.94,9506,9597,pick up tupperware,pick-up,0,tupperware,23,['tupperware'],[23]
18060,P04_106_72,P04,P04_106,00:02:45.600,00:02:45.30,00:02:46.62,8265,8331,put down foil,put-down,1,foil,123,['foil'],[123]
16054,P04_01_32,P04,P04_01,00:02:02.619,00:01:57.78,00:02:09.87,7066,7792,open can,open,3,can,61,['can'],[61]
4900,P01_18_294,P01,P01_18,00:21:30.150,00:21:29.13,00:21:30.41,77347,77424,put down saucepan,put-down,1,saucepan,5,['saucepan'],[5]
61675,P30_108_191,P30,P30_108,00:08:37.105,00:08:36.40,00:08:37.16,25820,25858,take teabag rest off teapot,take,0,rest:teabag,109,"['rest:teabag', 'teapot']","[109, 158]"
40714,P22_109_800,P22,P22_109,00:33:02.600,00:33:02.42,00:33:03.38,99121,99169,rinse hands,rinse,2,hand,11,['hand'],[11]
38546,P22_102_119,P22,P22_102,00:03:18.153,00:03:16.00,00:03:19.14,9800,9957,put down place mats,put-down,1,mat:place,84,['mat:place'],[84]
62763,P30_111_457,P30,P30_111,00:20:16.11,00:20:15.19,00:20:16.97,60759,60848,put salami piece on pizza,put-on,1,piece:salami,156,"['piece:salami', 'pizza']","[156, 91]"
63325,P30_11_81,P30,P30_11,00:04:19.669,00:04:18.93,00:04:19.65,15535,15578,rinse plate,rinse,2,plate,2,['plate'],[2]
9694,P02_120_194,P02,P02_120,00:11:21.169,00:11:17.94,00:11:21.64,33897,34082,put cutlery on chopping board,put-on,1,cutlery,58,"['cutlery', 'board:chopping']","[58, 18]"
34351,P14_01_5,P14,P14_01,00:00:25.559,00:00:23.07,00:00:31.02,1384,1861,open box,open,3,box,23,['box'],[23]
65945,P35_108_344,P35,P35_108,00:22:27.149,00:22:26.00,00:22:27.49,67300,67374,put down lid,put-down,1,lid,6,['lid'],[6]
12899,P03_09_142,P03,P03_09,00:08:02.710,00:07:59.56,00:08:01.81,28773,28908,wash cutlery,wash,2,cutlery,58,['cutlery'],[58]
15002,P03_120_121,P03,P03_120,00:05:00.350,00:05:00.74,00:05:01.30,15037,15065,pick up grater,pick-up,0,grater,96,['grater'],[96]
7083,P02_09_465,P02,P02_09,00:31:06.169,00:31:00.03,00:31:09.09,111601,112145,still cleaning sink using sponge,clean,2,sink,63,"['sink', 'sponge']","[63, 9]"
4509,P01_17_20,P01,P01_17,00:00:57.270,00:00:57.61,00:00:58.65,3456,3519,take carrot,take,0,carrot,41,['carrot'],[41]
30861,P11_01_56,P11,P11_01,00:02:21.250,00:02:20.92,00:02:21.85,8455,8511,put mug on drying rack,put-on,1,mug,13,"['mug', 'rack:drying']","[13, 110]"
1952,P01_102_35,P01,P01_102,00:01:26.600,00:01:26.22,00:01:28.56,4311,4428,rinse fork,rinse,2,fork,14,['fork'],[14]
31871,P11_104_178,P11,P11_104,00:12:26.601,00:12:26.14,00:12:27.50,37307,37375,put soap on hands,put-on,1,soap,22,"['soap', 'hand']","[22, 11]"
64699,P35_104_622,P35,P35_104,00:43:44.601,00:43:44.77,00:43:45.89,131238,131294,pick up drying rack,pick-up,0,rack:drying,110,['rack:drying'],[110]
44736,P22_15_65,P22,P22_15,00:02:23.549,00:02:19.66,00:02:21.67,8379,8500,pick up cutting board,pick-up,0,board:cutting,18,['board:cutting'],[18]
43992,P22_13_13,P22,P22_13,00:00:27.300,00:00:26.47,00:00:27.76,1588,1665,pick up teaspoon,pick-up,0,teaspoon,1,['teaspoon'],[1]
56758,P28_104_42,P28,P28_104,00:02:02.902,00:02:02.45,00:02:06.25,6122,6312,put chopping board,put,1,board:chopping,18,['board:chopping'],[18]
13175,P03_101_229,P03,P03_101,00:09:16.352,00:09:16.36,00:09:17.71,27818,27885,pick up knife,pick-up,0,knife,4,['knife'],[4]
31354,P11_05_349,P11,P11_05,00:25:10.200,00:25:20.74,00:25:29.85,91244,91791,rinse off pan,rinse-off,2,pan,5,['pan'],[5]
52138,P26_117_33,P26,P26_117,00:01:49.857,00:01:50.00,00:01:50.68,5500,5534,open fridge,open,3,fridge,12,['fridge'],[12]
10453,P02_123_397,P02,P02_123,00:19:59.904,00:19:59.20,00:20:01.50,59960,60075,sponge cover,sponge,2,cover,89,['cover'],[89]
47112,P23_102_502,P23,P23_102,00:48:19.350,00:48:19.42,00:48:19.83,144971,144991,put bottle,put,1,bottle,15,['bottle'],[15]
31242,P11_05_248,P11,P11_05,00:17:02.339,00:17:06.58,00:17:10.97,61594,61858,clean guard,clean,2,guard,252,['guard'],[252]
42090,P22_112_121,P22,P22_112,00:04:46.101,00:04:45.58,00:04:46.37,14279,14318,put down glass,put-down,1,glass,10,['glass'],[10]
47973,P24_05_268,P24,P24_05,00:23:21.230,00:23:20.11,00:23:23.74,84006,84224,put salt on pasta,put-on,1,salt,38,"['salt', 'pasta']","[38, 45]"
24229,P06_05_220,P06,P06_05,00:23:43.330,00:23:43.83,00:23:46.28,85429,85576,put pizza on plate,put-on,1,pizza,91,"['pizza', 'plate']","[91, 2]"
25030,P06_101_345,P06,P06_101,00:27:00.728,00:27:00.28,00:27:00.83,81014,81041,pick up lid,pick-up,0,lid,6,['lid'],[6]
42539,P22_113_78,P22,P22_113,00:02:04.901,00:02:04.14,00:02:05.10,6207,6255,open cupboard,open,3,cupboard,3,['cupboard'],[3]
21667,P04_118_46,P04,P04_118,00:01:53.601,00:01:52.35,00:01:54.08,5617,5704,pick up thermometer,pick-up,0,thermometer,166,['thermometer'],[166]
49228,P25_101_55,P25,P25_101,00:03:05.606,00:03:05.68,00:03:07.80,9284,9390,put down fork,put-down,1,fork,14,['fork'],[14]
11445,P02_130_214,P02,P02_130,00:08:22.406,00:08:21.88,00:08:22.88,25094,25144,put down wooden spoon,put-down,1,spoon:wooden,1,['spoon:wooden'],[1]
51889,P26_112_76,P26,P26_112,00:04:10.350,00:04:09.25,00:04:11.66,12462,12583,put down plate,put-down,1,plate,2,['plate'],[2]
17953,P04_104_80,P04,P04_104,00:03:00.854,00:03:01.09,00:03:01.50,9054,9075,put down spoon,put-down,1,spoon,1,['spoon'],[1]
29677,P09_03_19,P09,P09_03,00:01:06.240,00:01:17.43,00:01:22.79,4645,4967,wash pan,wash,2,pan,5,['pan'],[5]
41695,P22_111_371,P22,P22_111,00:14:30.851,00:14:29.79,00:14:30.35,43489,43517,pick up salt,pick-up,0,salt,38,['salt'],[38]
54857,P27_104_64,P27,P27_104,00:03:16.652,00:03:16.34,00:03:17.71,9817,9885,rinse sponge,rinse,2,sponge,9,['sponge'],[9]
11326,P02_130_107,P02,P02_130,00:04:18.655,00:04:18.18,00:04:18.77,12909,12938,put down food processor bowl,put-down,1,bowl:food:processor,7,['bowl:food:processor'],[7]
43123,P22_117_18,P22,P22_117,00:00:28.364,00:00:27.68,00:00:28.51,1384,1425,put down spatula,put-down,1,spatula,20,['spatula'],[20]
66468,P35_109_220,P35,P35_109,00:15:11.100,00:15:09.72,00:15:13.08,45486,45654,clean counter top,clean,2,top:counter,42,['top:counter'],[42]
42103,P22_112_133,P22,P22_112,00:05:07.851,00:05:07.49,00:05:08.15,15374,15407,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
43568,P22_11_185,P22,P22_11,00:06:32.889,00:06:31.83,00:06:37.74,23509,23864,rinse lid,rinse,2,lid,6,['lid'],[6]
63421,P31_02_5,P31,P31_02,00:01:58.939,00:01:55.14,00:02:04.76,6908,7485,wash fork,wash,2,fork,14,['fork'],[14]
3114,P01_106_198,P01,P01_106,00:09:49.850,00:09:49.52,00:09:51.17,29476,29558,put down hob grill,put-down,1,grill:hob,24,['grill:hob'],[24]
30451,P10_04_231,P10,P10_04,00:24:53.020,00:25:04.06,00:25:06.74,90243,90404,get the board,get,0,board,18,['board'],[18]
59190,P30_04_5,P30,P30_04,00:00:11.210,00:00:09.44,00:00:10.67,566,640,put washing up liquid in bowl,put,1,liquid:washing:up,22,"['liquid:washing:up', 'bowl']","[22, 7]"
39426,P22_106_234,P22,P22_106,00:06:37.867,00:06:36.85,00:06:38.22,19842,19911,clean place mat,clean,2,mat:place,84,['mat:place'],[84]
53319,P27_07_14,P27,P27_07,00:01:15.320,00:01:26.28,00:01:28.14,5176,5288,open drawer,open,3,drawer,8,['drawer'],[8]
29456,P08_26_23,P08,P08_26,00:01:09.340,00:01:08.92,00:01:11.16,4135,4269,get food processor,get,0,processor:food,147,['processor:food'],[147]
33177,P12_101_316,P12,P12_101,00:18:42.880,00:18:41.64,00:18:43.11,56082,56155,pick up water boiler,pick-up,0,boiler:water,44,['boiler:water'],[44]
37366,P22_07_391,P22,P22_07,00:18:15.020,00:18:13.99,00:18:14.83,65639,65689,put down cloth,put-down,1,cloth,17,['cloth'],[17]
28626,P08_20_32,P08,P08_20,00:03:06.540,00:03:04.54,00:03:06.04,11072,11162,place sponge away,place,1,sponge,9,['sponge'],[9]
49177,P25_101_122,P25,P25_101,00:06:45.607,00:06:44.80,00:06:46.70,20240,20335,put down meat,put-down,1,meat,28,['meat'],[28]
13890,P03_109_337,P03,P03_109,00:16:27.352,00:16:27.22,00:16:27.69,49361,49384,put down packet,put-down,1,packet,26,['packet'],[26]
52551,P26_124_163,P26,P26_124,00:09:40.102,00:09:40.15,00:09:40.72,29007,29036,pick up plate,pick-up,0,plate,2,['plate'],[2]
34048,P13_07_14,P13,P13_07,00:01:26.260,00:01:24.87,00:01:25.95,5092,5157,open drawer,open,3,drawer,8,['drawer'],[8]
52767,P26_18_12,P26,P26_18,00:01:49.740,00:01:49.26,00:01:53.54,6555,6812,put down small saucepan,put-down,1,saucepan:small,5,['saucepan:small'],[5]
36109,P20_04_94,P20,P20_04,00:06:24.599,00:06:21.25,00:06:22.25,22875,22935,open dishwasher,open,3,dishwasher,70,['dishwasher'],[70]
52563,P26_124_174,P26,P26_124,00:09:59.865,00:09:59.55,00:10:01.30,29977,30064,open fridge,open,3,fridge,12,['fridge'],[12]
42850,P22_116_134,P22,P22_116,00:05:13.611,00:05:13.21,00:05:18.55,15660,15927,lather cutting board,lather,2,board:cutting,18,['board:cutting'],[18]
64565,P35_104_501,P35,P35_104,00:34:39.601,00:34:39.18,00:34:40.75,103958,104037,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
56428,P28_103_197,P28,P28_103,00:19:34.157,00:19:34.22,00:19:35.26,58711,58763,put knife,put,1,knife,4,['knife'],[4]
48470,P24_08_171,P24,P24_08,00:12:25.680,00:12:25.51,00:12:27.83,44730,44869,open mozzarella package,open,3,package:mozzarella,26,['package:mozzarella'],[26]
57058,P28_108_7,P28,P28_108,00:01:40.172,00:01:39.80,00:01:40.55,4990,5027,take oven glove,take,0,glove:oven,60,['glove:oven'],[60]
28124,P08_05_336,P08,P08_05,00:26:59.000,00:26:59.14,00:27:03.39,97148,97403,get chicken,get,0,chicken,57,['chicken'],[57]
40687,P22_109_777,P22,P22_109,00:32:30.361,00:32:29.23,00:32:31.19,97461,97559,put down cloth,put-down,1,cloth,17,['cloth'],[17]
32984,P12_101_142,P12,P12_101,00:06:05.276,00:06:04.74,00:06:05.70,18237,18285,put down salt onto cutting board,put-down,1,salt,38,"['salt', 'board:cutting']","[38, 18]"
50704,P25_12_7,P25,P25_12,00:00:39.979,00:00:38.77,00:00:44.29,2326,2657,pick up teaspoons,pick-up,0,teaspoon,1,['teaspoon'],[1]
13950,P03_109_391,P03,P03_109,00:18:20.100,00:18:20.11,00:18:21.12,55005,55055,open cupboard,open,3,cupboard,3,['cupboard'],[3]
49896,P25_106_2,P25,P25_106,00:00:07.864,00:00:06.27,00:00:07.62,313,381,put down pot,put-down,1,pot,29,['pot'],[29]
62106,P30_10_204,P30,P30_10,00:10:14.759,00:10:10.83,00:10:14.39,36649,36863,put box lid on box,put-on,1,lid:box,6,"['lid:box', 'box']","[6, 23]"
46026,P23_02_51,P23,P23_02,00:07:32.580,00:07:09.62,00:07:10.45,25777,25827,put the branches outside,put,1,leaf:only:curry,62,['leaf:only:curry'],[62]
17303,P04_09_1,P04,P04_09,00:00:12.809,00:00:03.05,00:00:04.78,183,286,put away,put-away,1,mat:sushi,259,['mat:sushi'],[259]
63691,P31_09_8,P31,P31_09,00:00:53.210,00:00:54.54,00:00:55.42,3272,3325,open drawer,open,3,drawer,8,['drawer'],[8]
14882,P03_119_31,P03,P03_119,00:01:09.350,00:01:07.00,00:01:09.95,3350,3497,put down glass,put-down,1,glass,10,['glass'],[10]
19683,P04_10_17,P04,P04_10,00:03:26.110,00:03:29.00,00:03:29.92,12540,12595,open cupboard,open,3,cupboard,3,['cupboard'],[3]
35045,P19_01_62,P19,P19_01,00:09:58.220,00:09:51.36,00:09:56.10,35481,35766,wash bowl,wash,2,bowl,7,['bowl'],[7]
46911,P23_102_320,P23,P23_102,00:32:17.100,00:32:17.20,00:32:19.15,96860,96957,take plate,take,0,plate,2,['plate'],[2]
25233,P06_102_30,P06,P06_102,00:03:02.153,00:03:01.14,00:03:02.73,9057,9136,pick up salt,pick-up,0,salt,38,['salt'],[38]
49846,P25_106_154,P25,P25_106,00:14:07.358,00:14:07.49,00:14:10.13,42374,42506,rinse knife,rinse,2,knife,4,['knife'],[4]
39517,P22_106_36,P22,P22_106,00:01:03.366,00:01:01.91,00:01:04.10,3095,3204,pick up cutlery,pick-up,0,cutlery,58,['cutlery'],[58]
38081,P22_08_367,P22,P22_08,00:14:32.529,00:14:32.41,00:14:35.27,52344,52516,pick up teaspoon,pick-up,0,teaspoon,1,['teaspoon'],[1]
27804,P08_04_17,P08,P08_04,00:00:54.760,00:00:53.90,00:00:55.72,3234,3343,get bowl,get,0,bowl,7,['bowl'],[7]
49114,P25_09_67,P25,P25_09,00:08:48.480,00:08:38.82,00:08:48.52,31129,31711,pick up plate,pick-up,0,plate,2,['plate'],[2]
56882,P28_105_46,P28,P28_105,00:03:45.653,00:03:45.32,00:03:46.48,11266,11324,open drawer,open,3,drawer,8,['drawer'],[8]
56585,P28_103_73,P28,P28_103,00:05:03.404,00:05:02.98,00:05:06.61,15149,15330,clean carrot,clean,2,carrot,41,['carrot'],[41]
45397,P22_17_184,P22,P22_17,00:08:04.139,00:08:03.79,00:08:04.82,29027,29089,pick up salad bowl,pick-up,0,bowl:salad,7,['bowl:salad'],[7]
10367,P02_123_319,P02,P02_123,00:16:25.654,00:16:25.64,00:16:31.18,49282,49559,rinse pan,rinse,2,pan,5,['pan'],[5]
42883,P22_116_164,P22,P22_116,00:06:23.101,00:06:21.99,00:06:23.14,19099,19157,put down pan,put-down,1,pan,5,['pan'],[5]
65124,P35_105_301,P35,P35_105,00:24:07.850,00:24:06.66,00:24:07.89,72333,72394,put down spoon,put-down,1,spoon,1,['spoon'],[1]
2287,P01_105_164,P01,P01_105,00:06:01.363,00:06:00.50,00:06:02.50,18025,18125,take carrot skin,take,0,skin:carrot,48,['skin:carrot'],[48]
12974,P03_09_49,P03,P03_09,00:01:37.710,00:01:31.49,00:01:33.36,5489,5601,grab bread,grab,0,bread,33,['bread'],[33]
38720,P22_103_151,P22,P22_103,00:04:27.601,00:04:25.76,00:04:32.22,13288,13611,rinse cutting board,rinse,2,board:cutting,18,['board:cutting'],[18]
8854,P02_112_267,P02,P02_112,00:17:23.406,00:17:23.91,00:17:28.01,52195,52400,place meat on dough,place-on,1,meat,28,"['meat', 'dough']","[28, 25]"
58979,P30_03_18,P30,P30_03,00:01:07.520,00:01:04.66,00:01:06.59,3879,3995,put mug on drying rack,put-on,1,mug,13,"['mug', 'rack:drying']","[13, 110]"
47049,P23_102_446,P23,P23_102,00:42:44.102,00:42:43.93,00:42:44.53,128196,128226,put bottle,put,1,bottle,15,['bottle'],[15]
51948,P26_115_11,P26,P26_115,00:00:31.116,00:00:30.99,00:00:32.28,1549,1614,pick up baking tray,pick-up,0,tray:baking,35,['tray:baking'],[35]
65774,P35_108_190,P35,P35_108,00:11:05.153,00:11:04.56,00:11:05.82,33228,33291,pick up mug,pick-up,0,mug,13,['mug'],[13]
48109,P24_06_15,P24,P24_06,00:01:02.170,00:01:01.94,00:01:02.66,3716,3759,take saucepan,take,0,saucepan,5,['saucepan'],[5]
57664,P28_113_89,P28,P28_113,00:04:14.154,00:04:13.37,00:04:15.56,12668,12778,take onion,take,0,onion,16,['onion'],[16]
